email,password_hash,full_name,role,is_active,institution_id,created_at,updated_at,batch,branch
geeta.birje@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Geeta Birje,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,B.E. CSE
gopal.bisht@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Gopal Bisht,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,B.E. CSE
gitanjali.biswas@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Gitanjali Biswas,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,B.E. CSE
govind.bodas@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Govind Bodas,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,B.E. CSE
gunjan.bohra@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Gunjan Bohra,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
gulshan.bora@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Gulshan Bora,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
harini.bordoloi@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Harini Bordoloi,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
hardik.borkar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Hardik Borkar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
harshita.bose@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Harshita Bose,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
harish.brahma@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Harish Brahma,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
hema.brahmbhatt@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Hema Brahmbhatt,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
harshit.buch@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Harshit Buch,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
hemlata.budhiraja@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Hemlata Budhiraja,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
hemant.burman@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Hemant Burman,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,B.E. CSE
himani.chand@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Himani Chand,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
himanshu.chanda@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Himanshu Chanda,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
isha.chandavarkar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Isha Chandavarkar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
hitesh.chandel@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Hitesh Chandel,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
ishani.chandiramani@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Ishani Chandiramani,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
hrithik.chandna@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Hrithik Chandna,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
ishita.chandra@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Ishita Chandra,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
inderjit.chandran@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Inderjit Chandran,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
janhavi.chandrashekar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Janhavi Chandrashekar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
jagdish.charan@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jagdish Charan,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,M.Tech. DS
jaya.chatterjee@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jaya Chatterjee,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jaideep.chattopadhyay@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jaideep Chattopadhyay,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jayanti.chaturvedi@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jayanti Chaturvedi,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
janak.chaubey@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Janak Chaubey,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jayshree.chaudhari@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jayshree Chaudhari,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jaspreet.chaudhary@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jaspreet Chaudhary,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jeevika.chauhan@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jeevika Chauhan,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jayant.chavan@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jayant Chavan,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
juhi.chawla@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Juhi Chawla,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jitendra.cheema@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jitendra Cheema,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,M.Tech. DS
jyoti.chemburkar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Jyoti Chemburkar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kailash.cherian@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kailash Cherian,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kalyani.chettiar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kalyani Chettiar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kamal.chhabra@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kamal Chhabra,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kamini.chhajer@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kamini Chhajer,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
karan.chhibber@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Karan Chhibber,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kanak.chidambaram@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kanak Chidambaram,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kartik.chinoy@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kartik Chinoy,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kareena.chitnis@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kareena Chitnis,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kaushal.chitre@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kaushal Chitre,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,M.Tech. DS
kashish.chokshi@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kashish Chokshi,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
kavish.chopra@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kavish Chopra,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
kavya.choudhary@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kavya Choudhary,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
keshav.chowdhury@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Keshav Chowdhury,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
keerthi.dalal@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Keerthi Dalal,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
kiran.dalvi@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kiran Dalvi,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
komal.damle@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Komal Damle,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
kishore.dandekar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kishore Dandekar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
krisha.dandona@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Krisha Dandona,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
krish.dani@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Krish Dani,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,BBA
kriti.daphtary@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kriti Daphtary,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
krishna.darda@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Krishna Darda,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
krittika.dasgupta@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Krittika Dasgupta,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
kuldeep.dashora@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kuldeep Dashora,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
kshipra.dastur@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kshipra Dastur,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
kunal.date@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kunal Date,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
kumud.datar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Kumud Datar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
lakshman.dattagupta@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Lakshman Dattagupta,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
lavanya.dave@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Lavanya Dave,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
lalit.dayal@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Lalit Dayal,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2027,BBA
leela.deb@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Leela Deb,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
lokesh.dehadrai@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Lokesh Dehadrai,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
lipi.dendukuri@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Lipi Dendukuri,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
madhav.deodhar@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Madhav Deodhar,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
madhu.deol@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Madhu Deol,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
mahesh.deshmukh@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Mahesh Deshmukh,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
madhuri.deshpande@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Madhuri Deshpande,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
manan.devadas@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Manan Devadas,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
maitreyi.devanathan@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Maitreyi Devanathan,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
manas.devarajan@dgvaishnav.edu.in,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Manas Devarajan,student,t,1,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2028,BBA
malini.dewan@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Malini Dewan,faculty,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,B.Sc. Biochem
manav.dey@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Manav Dey,faculty,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,M.Sc. Maths
mallika.dhal@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Mallika Dhal,faculty,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,B.E. CSE
manish.dhamija@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Manish Dhamija,faculty,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,M.Tech. DS
mamta.dhanraj@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Mamta Dhanraj,faculty,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,,BBA
manoj.dhar@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Manoj Dhar,student,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,B.Sc. Biochem
manasi.dharmadhikari@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Manasi Dharmadhikari,student,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,B.Sc. Biochem
mayank.dhawan@loyolacollege.edu,"$argon2id$v=19$m=19456,t=2,p=1$eArnrLW1/rRzVwcR87bxEw$2A/rMWXO2MalZdh5hd4gbWYexoYip6qPZDyC0jg96MM",Mayank Dhawan,student,t,2,2026-09-07 02:00:06.879652+00,2026-09-07 02:00:06.879652+00,2026,B.Sc. Biochem
